A2BBX6,tau,tau_prob,tau_pred,t,t_pred,A,B1,B2,X,rA,rB1,rB2,rX,nA,nB1,nB2,nX,icsd_label
Ba2ScUO6,3.486463911759011,0.8138228222025842,1,0.9887997265372859,1,Ba,Sc,U,O,1.61,0.745,0.76,1.4,2,3,5,-2,1.0
Ba2BiScO6,3.486463911759011,0.8138228222025842,1,0.9887997265372859,1,Ba,Bi,Sc,O,1.61,0.76,0.745,1.4,2,5,3,-2,1.0
Ba2IrSmO6,3.4865218667060507,0.8138063798005238,1,0.983545014497,1,Ba,Ir,Sm,O,1.61,0.57,0.958,1.4,2,5,3,-2,1.0
Ba2ErNbO6,3.4866615971744688,0.8137667316787768,1,0.9830907211877634,1,Ba,Er,Nb,O,1.61,0.89,0.64,1.4,2,3,5,-2,1.0
Ba2ErTaO6,3.4866615971744688,0.8137667316787768,1,0.9830907211877634,1,Ba,Er,Ta,O,1.61,0.89,0.64,1.4,2,3,5,-2,1.0
Ba2CrUO6,3.4866615971744688,0.8137667316787768,1,0.9830907211877634,1,Ba,Cr,U,O,1.61,0.8,0.73,1.4,2,2,6,-2,1.0
Ba2HoSbO6,3.4867451652031582,0.8137430159889613,1,0.9897193263759626,1,Ba,Ho,Sb,O,1.61,0.9009999999999999,0.6,1.4,2,3,5,-2,1.0
Ba2LuTaO6,3.4867451652031582,0.8137430159889613,1,0.9897193263759626,1,Ba,Lu,Ta,O,1.61,0.861,0.64,1.4,2,3,5,-2,1.0
Ba2LuNbO6,3.4867451652031582,0.8137430159889613,1,0.9897193263759626,1,Ba,Lu,Nb,O,1.61,0.861,0.64,1.4,2,3,5,-2,1.0
Ba2CdReO6,3.486828988379918,0.8137192252589841,1,0.9899494936611664,1,Ba,Cd,Re,O,1.61,0.95,0.55,1.4,2,2,6,-2,1.0
Ba2ErMoO6,3.486828988379918,0.8137192252589841,1,0.9899494936611664,1,Ba,Er,Mo,O,1.61,0.89,0.61,1.4,2,3,5,-2,1.0
Ba2SbYO6,3.486828988379918,0.8137192252589841,1,0.9899494936611664,1,Ba,Sb,Y,O,1.61,0.6,0.9,1.4,2,5,3,-2,1.0
Rb2NaSmF6,3.4875047309718483,0.8135273394144571,1,0.9300024504609614,1,Rb,Na,Sm,F,1.72,1.02,0.958,1.33,1,1,3,-1,1.0
Ba2TaYO6,3.4876831383277302,0.8134766497460912,1,0.9808255351942432,1,Ba,Ta,Y,O,1.61,0.64,0.9,1.4,2,5,3,-2,1.0
Ba2MnPuO6,3.4876831383277302,0.8134766497460912,1,0.9808255351942432,1,Ba,Mn,Pu,O,1.61,0.83,0.71,1.4,2,2,6,-2,1.0
Ba2NbYO6,3.4876831383277302,0.8134766497460912,1,0.9808255351942432,1,Ba,Nb,Y,O,1.61,0.64,0.9,1.4,2,5,3,-2,1.0
Ba2CdMoO6,3.4876831383277302,0.8134766497460912,1,0.9808255351942432,1,Ba,Cd,Mo,O,1.61,0.95,0.59,1.4,2,2,6,-2,1.0
Ba2InPuO6,3.4876831383277302,0.8134766497460912,1,0.9808255351942432,1,Ba,In,Pu,O,1.61,0.8,0.74,1.4,2,3,5,-2,1.0
Ba2HoTaO6,3.4878148832474416,0.8134392102899044,1,0.9805995905881172,1,Ba,Ho,Ta,O,1.61,0.9009999999999999,0.64,1.4,2,3,5,-2,1.0
Ba2HoNbO6,3.4878148832474416,0.8134392102899044,1,0.9805995905881172,1,Ba,Ho,Nb,O,1.61,0.9009999999999999,0.64,1.4,2,3,5,-2,1.0
Ba2ErSbO6,3.4879647623293017,0.813396609519955,1,0.9922570682384648,1,Ba,Er,Sb,O,1.61,0.89,0.6,1.4,2,3,5,-2,1.0
Ba2EuSbO6,3.4887183129706227,0.8131822968148743,1,0.979246105991032,1,Ba,Eu,Sb,O,1.61,0.9470000000000001,0.6,1.4,2,3,5,-2,1.0
Ba2SbTlO6,3.4887357811239514,0.8131773262761008,1,0.9934148944557796,1,Ba,Sb,Tl,O,1.61,0.6,0.885,1.4,2,5,3,-2,1.0
Ba2INaO6,3.48924264193269,0.8130330498284692,1,0.9785707638489692,1,Ba,I,Na,O,1.61,0.53,1.02,1.4,2,7,1,-2,1.0
Ba2CdWO6,3.48924264193269,0.8130330498284692,1,0.9785707638489692,1,Ba,Cd,W,O,1.61,0.95,0.6,1.4,2,2,6,-2,1.0
Ba2CaReO6,3.48924264193269,0.8130330498284692,1,0.9785707638489692,1,Ba,Ca,Re,O,1.61,1.0,0.55,1.4,2,2,6,-2,1.0
Ba2NaReO6,3.48924264193269,0.8130330498284692,1,0.9785707638489692,1,Ba,Na,Re,O,1.61,1.02,0.53,1.4,2,1,7,-2,1.0
Ba2DyIrO6,3.489263497500005,0.8130271112851734,1,0.9941108880763698,1,Ba,Dy,Ir,O,1.61,0.912,0.57,1.4,2,3,5,-2,1.0
Ba2HoReO6,3.4894502630992403,0.8129739232091041,1,0.9943431027196954,1,Ba,Ho,Re,O,1.61,0.9009999999999999,0.58,1.4,2,3,5,-2,1.0
Ba2DyNbO6,3.4896190887286718,0.8129258328936313,1,0.9781210530199942,1,Ba,Dy,Nb,O,1.61,0.912,0.64,1.4,2,3,5,-2,1.0
Ba2DyTaO6,3.4896190887286718,0.8129258328936313,1,0.9781210530199942,1,Ba,Dy,Ta,O,1.61,0.912,0.64,1.4,2,3,5,-2,1.0
Ba2SbTmO6,3.4896424614542836,0.8129191742824654,1,0.9945754258745364,1,Ba,Sb,Tm,O,1.61,0.6,0.88,1.4,2,5,3,-2,1.0
Ba2ReYO6,3.4896424614542836,0.8129191742824654,1,0.9945754258745364,1,Ba,Re,Y,O,1.61,0.58,0.9,1.4,2,5,3,-2,1.0
Ba2DyRuO6,3.4902516696716424,0.8127455457101099,1,0.9952730471692812,1,Ba,Dy,Ru,O,1.61,0.912,0.565,1.4,2,3,5,-2,1.0
Ba2CoUO6,3.4906850031694563,0.8126219577567859,1,0.9957386719866704,1,Ba,Co,U,O,1.61,0.745,0.73,1.4,2,2,6,-2,1.0
Ba2SbSmO6,3.4908775303489916,0.8125670258057209,1,0.9767743971415824,1,Ba,Sb,Sm,O,1.61,0.6,0.958,1.4,2,5,3,-2,1.0
Ba2CaTeO6,3.491340049552015,0.8124350026372791,1,0.9763263354915174,1,Ba,Ca,Te,O,1.61,1.0,0.56,1.4,2,2,6,-2,1.0
Ba2BiInO6,3.491340049552015,0.8124350026372791,1,0.9763263354915174,1,Ba,Bi,In,O,1.61,0.76,0.8,1.4,2,5,3,-2,1.0
Ba2InUO6,3.491340049552015,0.8124350026372791,1,0.9763263354915174,1,Ba,In,U,O,1.61,0.8,0.76,1.4,2,3,5,-2,1.0
Ba2MnUO6,3.491340049552015,0.8124350026372791,1,0.9763263354915174,1,Ba,Mn,U,O,1.61,0.83,0.73,1.4,2,2,6,-2,1.0
Ba2CeSnO6,3.491340049552015,0.8124350026372791,1,0.9763263354915174,1,Ba,Ce,Sn,O,1.61,0.87,0.69,1.4,2,4,4,-2,1.0
Ba2LuMoO6,3.491617001103823,0.8123559100680922,1,0.9966712298625652,1,Ba,Lu,Mo,O,1.61,0.861,0.61,1.4,2,3,5,-2,1.0
Ba2HoIrO6,3.4916170011038226,0.8123559100680922,1,0.9966712298625652,1,Ba,Ho,Ir,O,1.61,0.9009999999999999,0.57,1.4,2,3,5,-2,1.0
Ba2UZnO6,3.4918636218900008,0.8122854551572702,1,0.9969046423285752,1,Ba,U,Zn,O,1.61,0.73,0.74,1.4,2,6,2,-2,1.0
Ba2IrYO6,3.4918636218900008,0.8122854551572702,1,0.9969046423285752,1,Ba,Ir,Y,O,1.61,0.57,0.9,1.4,2,5,3,-2,1.0
Ba2ErReO6,3.4918636218900008,0.8122854551572702,1,0.9969046423285752,1,Ba,Er,Re,O,1.61,0.89,0.58,1.4,2,3,5,-2,1.0
Ba2SbYbO6,3.4923732222543724,0.8121397994504737,1,0.9973717953943336,1,Ba,Sb,Yb,O,1.61,0.6,0.868,1.4,2,5,3,-2,1.0
Ba2HoRuO6,3.492904647322689,0.8119878016497638,1,0.9978393864845324,1,Ba,Ho,Ru,O,1.61,0.9009999999999999,0.565,1.4,2,3,5,-2,1.0
Ba2RuYO6,3.4931785490845755,0.8119094189636513,1,0.9980733464813636,1,Ba,Ru,Y,O,1.61,0.565,0.9,1.4,2,5,3,-2,1.0
Ba2PuTiO6,3.49397554561596,0.8116811811722924,1,0.974092179117395,1,Ba,Pu,Ti,O,1.61,0.71,0.86,1.4,2,6,2,-2,1.0
Ba2ReYbO6,3.4939755456159607,0.8116811811722919,1,0.9740921791173948,1,Ba,Re,Yb,O,1.61,0.55,1.02,1.4,2,6,2,-2,1.0
Ba2BiVO6,3.4939755456159607,0.8116811811722919,1,0.9740921791173948,1,Ba,Bi,V,O,1.61,1.03,0.54,1.4,2,3,5,-2,1.0
Ba2LuSbO6,3.4943287986557787,0.8115799427563672,1,0.9990102846146484,1,Ba,Lu,Sb,O,1.61,0.861,0.6,1.4,2,3,5,-2,1.0
Ba2CuUO6,3.4946300321514805,0.8114935754376974,1,0.9992447940711304,1,Ba,Cu,U,O,1.61,0.73,0.73,1.4,2,2,6,-2,1.0
Ba2GeUO6,3.4946300321514805,0.8114935754376974,1,0.9992447940711304,1,Ba,Ge,U,O,1.61,0.73,0.73,1.4,2,2,6,-2,1.0
Ba2ErIrO6,3.4946300321514805,0.8114935754376974,1,0.9992447940711304,1,Ba,Er,Ir,O,1.61,0.89,0.57,1.4,2,3,5,-2,1.0
Ba2ErRuO6,3.4962183345050044,0.8110376243632816,1,1.0004189947692164,1,Ba,Er,Ru,O,1.61,0.89,0.565,1.4,2,3,5,-2,1.0
Rb2AlNaF6,3.496794812974512,0.8108719005260795,1,1.0233336572332004,1,Rb,Al,Na,F,1.72,0.535,1.02,1.33,1,3,1,-1,1.0
Ba2CeIrO6,3.4971495571954514,0.8107698577181776,1,0.9718682243705516,1,Ba,Ce,Ir,O,1.61,1.01,0.57,1.4,2,3,5,-2,1.0
Ba2ReTmO6,3.4971495571954514,0.8107698577181776,1,0.9718682243705516,1,Ba,Re,Tm,O,1.61,0.55,1.03,1.4,2,6,2,-2,1.0
Ba2PuZnO6,3.49794373566665,0.8105412387661629,1,1.0015959582924745,1,Ba,Pu,Zn,O,1.61,0.71,0.74,1.4,2,6,2,-2,1.0
Ba2MgUO6,3.49794373566665,0.8105412387661629,1,1.0015959582924745,1,Ba,Mg,U,O,1.61,0.72,0.73,1.4,2,2,6,-2,1.0
Ba2NiTeO6,3.49794373566665,0.8105412387661629,1,1.0015959582924745,1,Ba,Ni,Te,O,1.61,0.48,0.97,1.4,2,4,4,-2,-1.0
Ba2IrTmO6,3.49794373566665,0.8105412387661629,1,1.0015959582924745,1,Ba,Ir,Tm,O,1.61,0.57,0.88,1.4,2,5,3,-2,1.0
Ba2EuNbO6,3.4996921309352964,0.810037092009985,1,0.9703174886580842,1,Ba,Eu,Nb,O,1.61,0.9470000000000001,0.64,1.4,2,3,5,-2,1.0
Ba2EuTaO6,3.4996921309352964,0.810037092009985,1,0.9703174886580842,1,Ba,Eu,Ta,O,1.61,0.9470000000000001,0.64,1.4,2,3,5,-2,1.0
Ba2RuTmO6,3.4998065313612887,0.8100040646136596,1,1.0027756944035375,1,Ba,Ru,Tm,O,1.61,0.565,0.88,1.4,2,5,3,-2,1.0
Ba2CaMoO6,3.5008627540523176,0.8096988996502731,1,0.9696544015359946,1,Ba,Ca,Mo,O,1.61,1.0,0.59,1.4,2,2,6,-2,1.0
Ba2TiUO6,3.5008627540523176,0.8096988996502731,1,0.9696544015359946,1,Ba,Ti,U,O,1.61,0.86,0.73,1.4,2,2,6,-2,1.0
Ba2LuReO6,3.501395901113984,0.8095447021518741,1,1.0037214861454884,1,Ba,Lu,Re,O,1.61,0.861,0.58,1.4,2,3,5,-2,1.0
Ba2InNbO6,3.5018070336183063,0.8094257204944532,1,1.0039582129110884,1,Ba,In,Nb,O,1.61,0.8,0.64,1.4,2,3,5,-2,1.0
Ba2BiIrO6,3.5018070336183063,0.8094257204944532,1,1.0039582129110884,1,Ba,Bi,Ir,O,1.61,0.76,0.68,1.4,2,5,3,-2,1.0
Ba2VYO6,3.5018070336183063,0.8094257204944532,1,1.0039582129110884,1,Ba,V,Y,O,1.61,0.54,0.9,1.4,2,5,3,-2,1.0
Ba2MgNpO6,3.5018070336183063,0.8094257204944532,1,1.0039582129110884,1,Ba,Mg,Np,O,1.61,0.72,0.72,1.4,2,2,6,-2,1.0
Ba2InTaO6,3.5018070336183063,0.8094257204944532,1,1.0039582129110884,1,Ba,In,Ta,O,1.61,0.8,0.64,1.4,2,3,5,-2,1.0
Ba2BiRuO6,3.5018070336183063,0.8094257204944532,1,1.0039582129110884,1,Ba,Bi,Ru,O,1.61,0.76,0.68,1.4,2,5,3,-2,-1.0
Ba2IrYbO6,3.5026458653752512,0.8091827645504578,1,1.0044320015910844,1,Ba,Ir,Yb,O,1.61,0.57,0.868,1.4,2,5,3,-2,1.0
K2FeNaF6,3.50307960742105,0.8090570328280208,1,0.9711478104619864,1,K,Fe,Na,F,1.64,0.645,1.02,1.33,1,3,1,-1,1.0
K2NaVF6,3.5037733700758094,0.8088557792217111,1,0.9722718241315028,1,K,Na,V,F,1.64,1.02,0.64,1.33,1,1,3,-1,1.0
Ba2NbSmO6,3.504222130146055,0.8087255014058637,1,0.9678905918015044,1,Ba,Nb,Sm,O,1.61,0.64,0.958,1.4,2,5,3,-2,1.0
Ba2SmTaO6,3.504222130146055,0.8087255014058637,1,0.9678905918015044,1,Ba,Sm,Ta,O,1.61,0.958,0.64,1.4,2,3,5,-2,1.0
Ba2RuYbO6,3.5048397122960497,0.8085460888630478,1,1.0056184320205566,1,Ba,Ru,Yb,O,1.61,0.565,0.868,1.4,2,5,3,-2,1.0
Ba2HfUO6,3.505116048966226,0.8084657640944476,1,0.9674506415325034,1,Ba,Hf,U,O,1.61,0.71,0.89,1.4,2,4,4,-2,1.0
Ba2CaWO6,3.505116048966226,0.8084657640944476,1,0.9674506415325034,1,Ba,Ca,W,O,1.61,1.0,0.6,1.4,2,2,6,-2,1.0
Ba2IrLuO6,3.5057560171436615,0.808279628906562,1,1.0060937893507482,1,Ba,Ir,Lu,O,1.61,0.57,0.861,1.4,2,5,3,-2,1.0
K2NaScF6,3.505918260798262,0.8082324155792274,1,0.9492009672877041,1,K,Na,Sc,F,1.64,1.02,0.745,1.33,1,1,3,-1,1.0
Ba2MgPuO6,3.5062224881019244,0.8081438577595105,1,1.0063316365822732,1,Ba,Mg,Pu,O,1.61,0.72,0.71,1.4,2,2,6,-2,1.0
Ba2MnWO6,3.5062224881019244,0.8081438577595105,1,1.0063316365822732,1,Ba,Mn,W,O,1.61,0.83,0.6,1.4,2,2,6,-2,1.0
K2GaNaF6,3.5073413012901224,0.8078178797122971,1,0.9767940186623468,1,K,Ga,Na,F,1.64,0.62,1.02,1.33,1,3,1,-1,1.0
Ba2LuRuO6,3.5081438978892496,0.8075837424463694,1,1.007284151146005,1,Ba,Lu,Ru,O,1.61,0.861,0.565,1.4,2,3,5,-2,1.0
K2CrNaF6,3.50843160662012,0.8074997512268399,1,0.977931147904096,1,K,Cr,Na,F,1.64,0.615,1.02,1.33,1,3,1,-1,1.0
Ba2MoPbO6,3.50863814689132,0.8074394362740601,1,1.0075225615959802,1,Ba,Mo,Pb,O,1.61,0.65,0.775,1.4,2,4,4,-2,1.0
Ba2RhUO6,3.50863814689132,0.8074394362740601,1,1.0075225615959802,1,Ba,Rh,U,O,1.61,0.665,0.76,1.4,2,3,5,-2,-1.0
Ba2MoYbO6,3.5099105983384624,0.8070674914958699,1,0.9652568759054456,1,Ba,Mo,Yb,O,1.61,0.59,1.02,1.4,2,6,2,-2,1.0
Ba2UZrO6,3.5099105983384624,0.8070674914958699,1,0.9652568759054456,1,Ba,U,Zr,O,1.61,0.89,0.72,1.4,2,4,4,-2,1.0
Ba2MnMoO6,3.5111929256069314,0.8066920383083698,1,1.0087163087068758,1,Ba,Mn,Mo,O,1.61,0.83,0.59,1.4,2,2,6,-2,1.0
Ba2NiUO6,3.5111929256069314,0.8066920383083698,1,1.0087163087068758,1,Ba,Ni,U,O,1.61,0.69,0.73,1.4,2,2,6,-2,1.0
Ba2DyReO6,3.515247803073308,0.8055006981637408,1,0.9630730368196868,1,Ba,Dy,Re,O,1.61,1.07,0.55,1.4,2,2,6,-2,1.0
Ba2LuUO6,3.5158114308492685,0.8053346070606766,1,0.9628551962775426,1,Ba,Lu,U,O,1.61,0.861,0.76,1.4,2,3,5,-2,1.0
Ba2BiLuO6,3.5158114308492685,0.8053346070606766,1,0.9628551962775426,1,Ba,Bi,Lu,O,1.61,0.76,0.861,1.4,2,5,3,-2,1.0
Ba2BiFeO6,3.5196960190312003,0.8041865988011031,1,1.012314583292037,1,Ba,Bi,Fe,O,1.61,0.76,0.645,1.4,2,5,3,-2,1.0
Ba2BiYbO6,3.519909376926032,0.8041233788324261,1,0.9613330674668056,1,Ba,Bi,Yb,O,1.61,0.76,0.868,1.4,2,5,3,-2,1.0
Ba2InSbO6,3.522811400828429,0.8032617578953368,1,1.013519719700718,1,Ba,In,Sb,O,1.61,0.8,0.6,1.4,2,3,5,-2,1.0
Ba2BiTmO6,3.5275570120056186,0.8018458426296377,1,0.9587348699871658,1,Ba,Bi,Tm,O,1.61,0.76,0.88,1.4,2,5,3,-2,1.0
Ba2CrMoO6,3.52946644952711,0.8012737084908753,1,1.0159386211797174,1,Ba,Cr,Mo,O,1.61,0.8,0.59,1.4,2,2,6,-2,1.0
Ba2MnTeO6,3.52946644952711,0.8012737084908753,1,1.0159386211797174,1,Ba,Mn,Te,O,1.61,0.83,0.56,1.4,2,2,6,-2,1.0
Ba2BiTlO6,3.530976346248778,0.8008203030398752,1,0.9576564280636704,1,Ba,Bi,Tl,O,1.61,0.76,0.885,1.4,2,5,3,-2,1.0
Rb2AgErF6,3.531107401296274,0.8007809074844129,1,0.9177343330293488,1,Rb,Ag,Er,F,1.72,1.15,0.89,1.33,1,1,3,-1,1.0
Ba2NbScO6,3.5330070977612844,0.8002091141288679,1,1.0171524068681042,1,Ba,Nb,Sc,O,1.61,0.64,0.745,1.4,2,5,3,-2,1.0
Ba2ScTaO6,3.5330070977612844,0.8002091141288679,1,1.0171524068681042,1,Ba,Sc,Ta,O,1.61,0.745,0.64,1.4,2,3,5,-2,1.0
K2InLiF6,3.534358639364549,0.7998014692427752,1,0.9953114408170832,1,K,In,Li,F,1.64,0.8,0.76,1.33,1,3,1,-1,1.0
Ba2CeNbO6,3.534533052376198,0.799748812702048,1,0.9565804096051722,1,Ba,Ce,Nb,O,1.61,1.01,0.64,1.4,2,3,5,-2,1.0
Ba2ErUO6,3.534533052376198,0.799748812702048,1,0.9565804096051722,1,Ba,Er,U,O,1.61,0.89,0.76,1.4,2,3,5,-2,1.0
Ba2BiErO6,3.534533052376198,0.799748812702048,1,0.9565804096051722,1,Ba,Bi,Er,O,1.61,0.76,0.89,1.4,2,5,3,-2,1.0
Ba2CeTaO6,3.534533052376198,0.799748812702048,1,0.9565804096051722,1,Ba,Ce,Ta,O,1.61,1.01,0.64,1.4,2,3,5,-2,1.0
Ba2FeWO6,3.5366905125842436,0.7990964954357503,1,1.0183690963500038,1,Ba,Fe,W,O,1.61,0.78,0.6,1.4,2,2,6,-2,1.0
Ba2InReO6,3.5366905125842436,0.7990964954357503,1,1.0183690963500038,1,Ba,In,Re,O,1.61,0.8,0.58,1.4,2,3,5,-2,1.0
Ba2MnReO6,3.5366905125842436,0.7990964954357503,1,1.0183690963500038,1,Ba,Mn,Re,O,1.61,0.83,0.55,1.4,2,2,6,-2,1.0
K2AlNaF6,3.5367303629976674,0.7990844297012446,1,0.9964921186828212,1,K,Al,Na,F,1.64,0.535,1.02,1.33,1,3,1,-1,1.0
Ba2UYO6,3.5420598241912766,0.7974653060995206,1,0.9544356104804969,1,Ba,U,Y,O,1.61,0.76,0.9,1.4,2,5,3,-2,1.0
Ba2DyMoO6,3.5420598241912766,0.7974653060995206,1,0.9544356104804969,1,Ba,Dy,Mo,O,1.61,1.07,0.59,1.4,2,2,6,-2,1.0
Ba2BiYO6,3.5420598241912766,0.7974653060995206,1,0.9544356104804969,1,Ba,Bi,Y,O,1.61,0.76,0.9,1.4,2,5,3,-2,1.0
Ba2BiHoO6,3.5428428912855385,0.7972264860413487,1,0.9542216594357801,1,Ba,Bi,Ho,O,1.61,0.76,0.9009999999999999,1.4,2,5,3,-2,1.0
Ba2HoUO6,3.5428428912855385,0.7972264860413487,1,0.9542216594357801,1,Ba,Ho,U,O,1.61,0.9009999999999999,0.76,1.4,2,3,5,-2,1.0
