A2BBX6,tau,tau_prob,tau_pred,t,t_pred,A,B1,B2,X,rA,rB1,rB2,rX,nA,nB1,nB2,nX,icsd_label
Ca2GaTaO6,3.8588190903278927,0.6817436933681748,1,0.95441999037002,1,Ca,Ga,Ta,O,1.34,0.62,0.64,1.4,2,3,5,-2,1.0
Ca2GaNbO6,3.8588190903278927,0.6817436933681748,1,0.95441999037002,1,Ca,Ga,Nb,O,1.34,0.62,0.64,1.4,2,3,5,-2,1.0
Ca2TaVO6,3.8588190903278927,0.6817436933681748,1,0.95441999037002,1,Ca,Ta,V,O,1.34,0.68,0.58,1.4,2,4,4,-2,1.0
Sr2CeZrO6,3.8591516066916376,0.6816031740051458,1,0.9148898672299748,1,Sr,Ce,Zr,O,1.44,0.87,0.72,1.4,2,4,4,-2,1.0
Sr2CaMoO6,3.8591516066916376,0.6816031740051458,1,0.9148898672299748,1,Sr,Ca,Mo,O,1.44,1.0,0.59,1.4,2,2,6,-2,1.0
Pb2CoReO6,3.859381963113839,0.6815058060706639,1,1.032090200822789,1,Pb,Co,Re,O,1.49,0.53,0.63,1.4,2,4,4,-2,1.0
Nd2CuMnO6,3.8602868304999394,0.6811231691613598,1,0.9650340686168764,1,Nd,Cu,Mn,O,1.35,0.77,0.46,1.4,2,1,7,-2,1.0
Eu2CuMnO6,3.8602868304999394,0.6811231691613598,1,0.9650340686168764,1,Eu,Cu,Mn,O,1.35,0.77,0.46,1.4,2,1,7,-2,1.0
Ca2WZnO6,3.860332402361824,0.6811038914936917,1,0.9359770920053818,1,Ca,W,Zn,O,1.34,0.6,0.74,1.4,2,6,2,-2,1.0
Ca2AsBiO6,3.860332402361824,0.6811038914936917,1,0.9359770920053818,1,Ca,As,Bi,O,1.34,0.58,0.76,1.4,2,3,5,-2,-1.0
Ca2CoWO6,3.8621708470601255,0.6803256463816507,1,0.9348480484685842,1,Ca,Co,W,O,1.34,0.745,0.6,1.4,2,2,6,-2,1.0
Ca2SbScO6,3.8621708470601255,0.6803256463816507,1,0.9348480484685842,1,Ca,Sb,Sc,O,1.34,0.6,0.745,1.4,2,5,3,-2,1.0
Ca2CoTaO6,3.8623291405378857,0.6802585877415259,1,0.9567765829388348,1,Ca,Co,Ta,O,1.34,0.61,0.64,1.4,2,3,5,-2,1.0
Ca2CrSbO6,3.8623291405378857,0.6802585877415259,1,0.9567765829388348,1,Ca,Cr,Sb,O,1.34,0.49,0.76,1.4,2,5,3,-2,1.0
Ca2CoNbO6,3.8623291405378857,0.6802585877415259,1,0.9567765829388348,1,Ca,Co,Nb,O,1.34,0.61,0.64,1.4,2,3,5,-2,1.0
Na2AlLiF6,3.864114390252813,0.6795017428102956,1,0.9726070517458452,1,Na,Al,Li,F,1.39,0.535,0.76,1.33,1,3,1,-1,1.0
Ca2CrReO6,3.864215125043744,0.6794590068318543,1,0.9337217255186218,1,Ca,Cr,Re,O,1.34,0.8,0.55,1.4,2,2,6,-2,1.0
Ca2FeSbO6,3.8643945625694247,0.6793828738487172,1,0.9579592486779432,1,Ca,Fe,Sb,O,1.34,0.645,0.6,1.4,2,3,5,-2,1.0
Cs2CeLiCl6,3.8646597364132265,0.6792703454105932,1,0.9681721790643264,1,Cs,Ce,Li,Cl,1.88,1.01,0.76,1.81,1,3,1,-1,1.0
Cs2NaScCl6,3.8678644387603414,0.6779086507698238,1,0.9690711318768284,1,Cs,Na,Sc,Cl,1.88,1.02,0.745,1.81,1,1,3,-1,1.0
Ca2RuTiO6,3.869148217504263,0.6773622593916585,1,0.9603333732099828,1,Ca,Ru,Ti,O,1.34,0.565,0.67,1.4,2,5,3,-2,1.0
Sr2NbSmO6,3.8715051499454938,0.6763577763528955,1,0.9132256746565688,1,Sr,Nb,Sm,O,1.44,0.64,0.958,1.4,2,5,3,-2,1.0
Sr2SmTaO6,3.8715051499454938,0.6763577763528955,1,0.9132256746565688,1,Sr,Sm,Ta,O,1.44,0.958,0.64,1.4,2,3,5,-2,1.0
Ca2CrTaO6,3.8718373616824815,0.6762160539334786,1,0.961524853821906,1,Ca,Cr,Ta,O,1.34,0.55,0.68,1.4,2,4,4,-2,1.0
Ca2CrNbO6,3.8718373616824815,0.6762160539334786,1,0.961524853821906,1,Ca,Cr,Nb,O,1.34,0.55,0.68,1.4,2,4,4,-2,1.0
Nd2NaRuO6,3.8728121743091566,0.6757999975915175,1,0.9259731658395266,1,Nd,Na,Ru,O,1.35,1.02,0.38,1.4,2,1,7,-2,1.0
Sr2CoReO6,3.8741839929265054,0.6752139955053117,1,1.0142339689746438,1,Sr,Co,Re,O,1.44,0.53,0.63,1.4,2,4,4,-2,1.0
Ca2FeMoO6,3.874456509144797,0.6750975146724513,1,0.9292434438614582,1,Ca,Fe,Mo,O,1.34,0.78,0.59,1.4,2,2,6,-2,1.0
Sr2CaWO6,3.874671100865292,0.6750057761241676,1,0.9128105720771792,1,Sr,Ca,W,O,1.44,1.0,0.6,1.4,2,2,6,-2,1.0
Ba2PuSrO6,3.8767112748678434,0.6741328836283906,1,0.9076295997319864,1,Ba,Pu,Sr,O,1.61,0.71,1.18,1.4,2,6,2,-2,1.0
Ca2MnReO6,3.880820872752607,0.672370686674722,1,0.9270203734215984,1,Ca,Mn,Re,O,1.34,0.83,0.55,1.4,2,2,6,-2,1.0
Ca2MoVO6,3.880820872752607,0.672370686674722,1,0.9270203734215984,1,Ca,Mo,V,O,1.34,0.59,0.79,1.4,2,6,2,-2,1.0
Ca2FeWO6,3.880820872752607,0.672370686674722,1,0.9270203734215984,1,Ca,Fe,W,O,1.34,0.78,0.6,1.4,2,2,6,-2,1.0
Ca2FeReO6,3.8811602680772506,0.6722249220531616,1,0.9651171010964584,1,Ca,Fe,Re,O,1.34,0.585,0.63,1.4,2,4,4,-2,1.0
Ca2FeIrO6,3.8811602680772506,0.6722249220531616,1,0.9651171010964584,1,Ca,Fe,Ir,O,1.34,0.645,0.57,1.4,2,3,5,-2,1.0
Ca2NbScO6,3.8843154888588844,0.6708681239634963,1,0.9259128221988724,1,Ca,Nb,Sc,O,1.34,0.64,0.745,1.4,2,5,3,-2,1.0
Ca2ScTaO6,3.8843154888588844,0.6708681239634963,1,0.9259128221988724,1,Ca,Sc,Ta,O,1.34,0.745,0.64,1.4,2,3,5,-2,1.0
Ca2MnNbO6,3.8846883266174537,0.6707075971730904,1,0.9663204890030626,1,Ca,Mn,Nb,O,1.34,0.53,0.68,1.4,2,4,4,-2,1.0
Ca2MnTaO6,3.8846883266174537,0.6707075971730904,1,0.9663204890030626,1,Ca,Mn,Ta,O,1.34,0.53,0.68,1.4,2,4,4,-2,1.0
Ca2CrMoO6,3.888019064109791,0.6692716660266337,1,0.9248079142964872,1,Ca,Cr,Mo,O,1.34,0.8,0.59,1.4,2,2,6,-2,1.0
Ca2MnTeO6,3.888019064109791,0.6692716660266337,1,0.9248079142964872,1,Ca,Mn,Te,O,1.34,0.83,0.56,1.4,2,2,6,-2,1.0
Sr2MoYbO6,3.8909697127874434,0.6679968028640807,1,0.910740706834374,1,Sr,Mo,Yb,O,1.44,0.59,1.02,1.4,2,6,2,-2,1.0
Ca2InSbO6,3.896055309902021,0.6657934010812262,1,0.9226059906910192,1,Ca,In,Sb,O,1.34,0.8,0.6,1.4,2,3,5,-2,1.0
Ca2CrWO6,3.896055309902021,0.6657934010812262,1,0.9226059906910192,1,Ca,Cr,W,O,1.34,0.8,0.6,1.4,2,2,6,-2,1.0
Sm2CuMnO6,3.8968483459802767,0.6654491156793189,1,0.954506424231965,1,Sm,Cu,Mn,O,1.32,0.77,0.46,1.4,2,1,7,-2,1.0
Ba2EuUO6,3.8988921005877053,0.6645609931071972,1,0.905698472924046,1,Ba,Eu,U,O,1.61,1.17,0.73,1.4,2,2,6,-2,1.0
Ba2NpSrO6,3.8988921005877053,0.6645609931071972,1,0.905698472924046,1,Ba,Np,Sr,O,1.61,0.72,1.18,1.4,2,6,2,-2,1.0
Ba2PbPuO6,3.8988921005877053,0.6645609931071972,1,0.905698472924046,1,Ba,Pb,Pu,O,1.61,1.19,0.71,1.4,2,2,6,-2,1.0
Ca2BiFeO6,3.9003891771987362,0.6639096524407427,1,0.9215089562193296,1,Ca,Bi,Fe,O,1.34,0.76,0.645,1.4,2,5,3,-2,1.0
Cs2LiSmCl6,3.901315972722565,0.663506097707038,1,0.9776036053122368,1,Cs,Li,Sm,Cl,1.88,0.76,0.958,1.81,1,1,3,-1,1.0
Cd2MgTeO6,3.9025197110502035,0.662981579064458,1,0.9393428318703644,1,Cd,Mg,Te,O,1.31,0.72,0.56,1.4,2,2,6,-2,1.0
Cd2FeNbO6,3.9029239270227922,0.6628053506678937,1,0.9381930854421264,1,Cd,Fe,Nb,O,1.31,0.645,0.64,1.4,2,3,5,-2,1.0
Cd2TeZnO6,3.9054320675431393,0.6617108006491277,1,0.9347606717148994,1,Cd,Te,Zn,O,1.31,0.56,0.74,1.4,2,6,2,-2,1.0
Cd2CoTeO6,3.9067002495971472,0.6611566738009854,1,0.9336221081683524,1,Cd,Co,Te,O,1.31,0.745,0.56,1.4,2,2,6,-2,1.0
Nd2CoRuO6,3.9068190256257127,0.6611047513341665,1,0.9783867412644056,1,Nd,Co,Ru,O,1.35,0.61,0.565,1.4,2,3,5,-2,1.0
Eu2CoRuO6,3.9068190256257127,0.6611047513341665,1,0.9783867412644056,1,Eu,Co,Ru,O,1.35,0.61,0.565,1.4,2,3,5,-2,1.0
Sr2DyReO6,3.908056389341208,0.6605636010520279,1,0.9086802074976448,1,Sr,Dy,Re,O,1.44,1.07,0.55,1.4,2,2,6,-2,1.0
Sr2LuUO6,3.9098087603858014,0.6597964642044322,1,0.908474670241934,1,Sr,Lu,U,O,1.44,0.861,0.76,1.4,2,3,5,-2,1.0
Sr2BiLuO6,3.9098087603858014,0.6597964642044322,1,0.908474670241934,1,Sr,Bi,Lu,O,1.44,0.76,0.861,1.4,2,5,3,-2,1.0
Cs2EuLiCl6,3.9100253204645017,0.6597015994446089,1,0.9796223099599626,1,Cs,Eu,Li,Cl,1.88,0.9470000000000001,0.76,1.81,1,3,1,-1,1.0
Ca2MnMoO6,3.914661682840935,0.6576674224822352,1,0.9182334504507774,1,Ca,Mn,Mo,O,1.34,0.83,0.59,1.4,2,2,6,-2,1.0
Ca2AlNbO6,3.9153413616336654,0.6573687051076132,1,0.9748289712961712,1,Ca,Al,Nb,O,1.34,0.535,0.64,1.4,2,3,5,-2,1.0
Sr2AlSbO6,3.917047031969637,0.6566184933320608,1,1.0206776409503404,1,Sr,Al,Sb,O,1.44,0.535,0.6,1.4,2,3,5,-2,1.0
Sr2CoTiO6,3.917047031969637,0.6566184933320608,1,1.0206776409503404,1,Sr,Co,Ti,O,1.44,0.53,0.605,1.4,2,4,4,-2,1.0
Sr2MnTiO6,3.917047031969637,0.6566184933320608,1,1.0206776409503404,1,Sr,Mn,Ti,O,1.44,0.53,0.605,1.4,2,4,4,-2,1.0
Nd2NiRuO6,3.9180365840414284,0.6561828800019912,1,0.9808542992499398,1,Nd,Ni,Ru,O,1.35,0.6,0.565,1.4,2,3,5,-2,1.0
Eu2NiRuO6,3.9180365840414284,0.6561828800019912,1,0.9808542992499398,1,Eu,Ni,Ru,O,1.35,0.6,0.565,1.4,2,3,5,-2,1.0
Cd2AsBiO6,3.921648179330567,0.6545906885519333,1,0.9257291676403592,1,Cd,As,Bi,O,1.31,0.58,0.76,1.4,2,3,5,-2,-1.0
Ba2SrUO6,3.9217775428203856,0.6545335906306259,1,0.9037755462299396,1,Ba,Sr,U,O,1.61,1.18,0.73,1.4,2,2,6,-2,1.0
Sr2BiYbO6,3.922299479695595,0.6543031731876496,1,0.9070385088391124,1,Sr,Bi,Yb,O,1.44,0.76,0.868,1.4,2,5,3,-2,1.0
Cs2NaTiCl6,3.9241535129081258,0.6534840713102689,1,0.9827585772423202,1,Cs,Na,Ti,Cl,1.88,1.02,0.67,1.81,1,1,3,-1,1.0
Ca2MnWO6,3.925243097647149,0.653002256620688,1,0.9160626857925014,1,Ca,Mn,W,O,1.34,0.83,0.6,1.4,2,2,6,-2,1.0
Ca2HfZrO6,3.925243097647149,0.653002256620688,1,0.9160626857925014,1,Ca,Hf,Zr,O,1.34,0.71,0.72,1.4,2,4,4,-2,1.0
Ca2CoReO6,3.931714492254149,0.6501339195434034,1,0.9785215052783536,1,Ca,Co,Re,O,1.34,0.53,0.63,1.4,2,4,4,-2,1.0
Sm2CoRuO6,3.934006813749955,0.6491151676075999,1,0.9677134313597028,1,Sm,Co,Ru,O,1.32,0.61,0.565,1.4,2,3,5,-2,1.0
Cs2CeNaBr6,3.936010698693064,0.6482234493629466,1,0.9127025343718796,1,Cs,Ce,Na,Br,1.88,1.01,1.02,1.96,1,3,1,-1,1.0
Ca2InNbO6,3.936685159827522,0.6479230769408006,1,0.9139021605901604,1,Ca,In,Nb,O,1.34,0.8,0.64,1.4,2,3,5,-2,1.0
Ca2InTaO6,3.936685159827522,0.6479230769408006,1,0.9139021605901604,1,Ca,In,Ta,O,1.34,0.8,0.64,1.4,2,3,5,-2,1.0
Ca2CrTiO6,3.937610539675781,0.6475107608218972,1,0.9797585741851532,1,Ca,Cr,Ti,O,1.34,0.55,0.605,1.4,2,4,4,-2,1.0
Cs2DyLiCl6,3.940007788412448,0.6464415790213714,1,0.9861012934914438,1,Cs,Dy,Li,Cl,1.88,0.912,0.76,1.81,1,3,1,-1,1.0
Cs2NaSmBr6,3.9411850797179,0.6459159486038711,1,0.9207494200597972,1,Cs,Na,Sm,Br,1.88,1.02,0.958,1.96,1,1,3,-1,1.0
Cs2EuNaBr6,3.943203029595741,0.6450141414407596,1,0.9224698623259188,1,Cs,Eu,Na,Br,1.88,0.9470000000000001,1.02,1.96,1,3,1,-1,1.0
Sm2NiRuO6,3.943614957724823,0.6448299231793627,1,0.9701540705308496,1,Sm,Ni,Ru,O,1.32,0.6,0.565,1.4,2,3,5,-2,1.0
Sr2BiTmO6,3.9446323272248662,0.6443747566451156,1,0.9045870534098176,1,Sr,Bi,Tm,O,1.44,0.76,0.88,1.4,2,5,3,-2,1.0
Ba2PbUO6,3.945378336304965,0.6440408249374389,1,0.9018607675303,1,Ba,Pb,U,O,1.61,1.19,0.73,1.4,2,2,6,-2,1.0
Cs2FeNaCl6,3.9464247904771455,0.643572164194863,1,0.9874073879199092,1,Cs,Fe,Na,Cl,1.88,0.645,1.02,1.81,1,3,1,-1,1.0
Nd2LiRuO6,3.9498923154293935,0.6420171997144527,1,0.9870779940421348,1,Nd,Li,Ru,O,1.35,0.76,0.38,1.4,2,1,7,-2,1.0
Eu2LiRuO6,3.9498923154293935,0.6420171997144527,1,0.9870779940421348,1,Eu,Li,Ru,O,1.35,0.76,0.38,1.4,2,1,7,-2,1.0
Cs2HoLiCl6,3.9501553891185055,0.6418991023293741,1,0.9881552821732096,1,Cs,Ho,Li,Cl,1.88,0.9009999999999999,0.76,1.81,1,3,1,-1,1.0
Cs2LiYCl6,3.951095307193511,0.6414770162847923,1,0.9883424327948334,1,Cs,Li,Y,Cl,1.88,0.76,0.9,1.81,1,1,3,-1,1.0
Cs2DyNaBr6,3.9517626018375767,0.6411772201359248,1,0.9279870265742796,1,Cs,Dy,Na,Br,1.88,0.912,1.02,1.96,1,3,1,-1,1.0
Pb2CaUO6,3.95368416201508,0.6403132892706405,1,0.9022245464146236,1,Pb,Ca,U,O,1.49,1.0,0.73,1.4,2,2,6,-2,1.0
Rb2LuNaCl6,3.9540123709175807,0.6401656338428915,1,0.9075029767636842,1,Rb,Lu,Na,Cl,1.72,0.861,1.02,1.81,1,3,1,-1,1.0
Rb2NaYbCl6,3.9543318971457366,0.6400218585629461,1,0.9063496505404912,1,Rb,Na,Yb,Cl,1.72,1.02,0.868,1.81,1,1,3,-1,1.0
Sr2CoFeO6,3.955118344614973,0.6396678763229317,1,1.0258918306869962,1,Sr,Co,Fe,O,1.44,0.53,0.585,1.4,2,4,4,-2,1.0
Cs2HoNaBr6,3.9551249607476975,0.6396648977246208,1,0.929734648093252,1,Cs,Ho,Na,Br,1.88,0.9009999999999999,1.02,1.96,1,3,1,-1,1.0
Rb2NaTmCl6,3.9552508282230914,0.6396082298054293,1,0.9043793252132294,1,Rb,Na,Tm,Cl,1.72,1.02,0.88,1.81,1,1,3,-1,1.0
Cs2NaYBr6,3.9554465836631234,0.6395200891154964,1,0.929893849231624,1,Cs,Na,Y,Br,1.88,1.02,0.9,1.96,1,1,3,-1,1.0
Rb2ErNaCl6,3.95637628791788,0.6391013503243262,1,0.9027439195618492,1,Rb,Er,Na,Cl,1.72,0.89,1.02,1.81,1,3,1,-1,1.0
Rb2NaYCl6,3.9578304189120215,0.6384459773696493,1,0.90111441790199,1,Rb,Na,Y,Cl,1.72,1.02,0.9,1.81,1,1,3,-1,1.0
Rb2InNaCl6,3.957917785364484,0.6384065847915533,1,0.9176790211722472,1,Rb,In,Na,Cl,1.72,0.8,1.02,1.81,1,3,1,-1,1.0
Rb2HoNaCl6,3.9579939742873895,0.6383722304921854,1,0.9009517912248736,1,Rb,Ho,Na,Cl,1.72,0.9009999999999999,1.02,1.81,1,3,1,-1,1.0
Cs2ErNaBr6,3.958809160652702,0.6380045652034934,1,0.931488864410409,1,Cs,Er,Na,Br,1.88,0.89,1.02,1.96,1,3,1,-1,1.0
Pb2FeTiO6,3.959510156504528,0.6376882705369694,1,1.0452882852322876,1,Pb,Fe,Ti,O,1.49,0.25,0.86,1.4,2,6,2,-2,1.0
Pb2NiReO6,3.959510156504528,0.6376882705369694,1,1.0452882852322876,1,Pb,Ni,Re,O,1.49,0.48,0.63,1.4,2,4,4,-2,1.0
Rb2DyNaCl6,3.9600116678979735,0.6374619102913223,1,0.8991667642609917,1,Rb,Dy,Na,Cl,1.72,0.912,1.02,1.81,1,3,1,-1,1.0
Cs2ErLiCl6,3.9606551026885457,0.6371714012508702,1,0.990217845380782,1,Cs,Er,Li,Cl,1.88,0.89,0.76,1.81,1,3,1,-1,1.0
Cd2MnTeO6,3.9616344213122434,0.6367290461908125,1,0.9146822801983504,1,Cd,Mn,Te,O,1.31,0.83,0.56,1.4,2,2,6,-2,1.0
Cs2NaTmBr6,3.9624380539993918,0.6363658722255437,1,0.933089360741011,1,Cs,Na,Tm,Br,1.88,1.02,0.88,1.96,1,1,3,-1,1.0
Ca2AlSbO6,3.963415327282489,0.635924014698928,1,0.9847382873957512,1,Ca,Al,Sb,O,1.34,0.535,0.6,1.4,2,3,5,-2,1.0
Ca2LuSbO6,3.9635472871945394,0.6358643334152821,1,0.9093980663934008,1,Ca,Lu,Sb,O,1.34,0.861,0.6,1.4,2,3,5,-2,1.0
Sr2ErUO6,3.9641421282883895,0.6355952530367076,1,0.9025542735145148,1,Sr,Er,U,O,1.44,0.89,0.76,1.4,2,3,5,-2,1.0
Sr2CeTaO6,3.9641421282883895,0.6355952530367076,1,0.9025542735145148,1,Sr,Ce,Ta,O,1.44,1.01,0.64,1.4,2,3,5,-2,1.0
Sr2BiErO6,3.9641421282883895,0.6355952530367076,1,0.9025542735145148,1,Sr,Bi,Er,O,1.44,0.76,0.89,1.4,2,5,3,-2,1.0
Sr2FeTiO6,3.965174496604845,0.6351280502495071,1,1.0272037128234244,1,Sr,Fe,Ti,O,1.44,0.25,0.86,1.4,2,6,2,-2,1.0
Sr2NiReO6,3.965174496604845,0.6351280502495071,1,1.0272037128234244,1,Sr,Ni,Re,O,1.44,0.48,0.63,1.4,2,4,4,-2,1.0
Cs2NaYbBr6,3.967144828160383,0.6342356526164797,1,0.9350172313210544,1,Cs,Na,Yb,Br,1.88,1.02,0.868,1.96,1,1,3,-1,1.0
Rb2EuNaCl6,3.969123162506006,0.6333386912474773,1,0.8935338956823028,1,Rb,Eu,Na,Cl,1.72,0.9470000000000001,1.02,1.81,1,3,1,-1,1.0
Rb2CeLiCl6,3.9699929894231736,0.6329440223900195,1,0.9261918135764424,1,Rb,Ce,Li,Cl,1.72,1.01,0.76,1.81,1,3,1,-1,1.0
Cs2LuNaBr6,3.970068144702988,0.6329099135282334,1,0.9361455058632452,1,Cs,Lu,Na,Br,1.88,0.861,1.02,1.96,1,3,1,-1,1.0
Ba2NiReO6,3.9701145667788262,0.6328888444212932,1,1.0886912590135591,-1,Ba,Ni,Re,O,1.61,0.48,0.63,1.4,2,4,4,-2,1.0
Cs2LiTmCl6,3.9705087802534313,0.6327099061820528,1,0.9921003888130648,1,Cs,Li,Tm,Cl,1.88,0.76,0.88,1.81,1,1,3,-1,1.0
Sm2LiRuO6,3.971562007484575,0.6322316527609445,1,0.976309870470766,1,Sm,Li,Ru,O,1.32,0.76,0.38,1.4,2,1,7,-2,1.0
Rb2NaScCl6,3.971638593603168,0.6321968659963204,1,0.9270517874052044,1,Rb,Na,Sc,Cl,1.72,1.02,0.745,1.81,1,1,3,-1,1.0
Rb2NaSmCl6,3.972843456957692,0.6316494134736873,1,0.8917781127504512,1,Rb,Na,Sm,Cl,1.72,1.02,0.958,1.81,1,1,3,-1,1.0
Ca2SbYbO6,3.9733644659069456,0.6314125772073608,1,0.9079065512891942,1,Ca,Sb,Yb,O,1.34,0.6,0.868,1.4,2,5,3,-2,1.0
Tl2NaTmCl6,3.980374739865094,0.6282197461654665,1,0.899255363030718,1,Tl,Na,Tm,Cl,1.7,1.02,0.88,1.81,1,1,3,-1,1.0
Cs2LiYbCl6,3.9827249812668906,0.6271467957684945,1,0.9943689110435824,1,Cs,Li,Yb,Cl,1.88,0.76,0.868,1.81,1,1,3,-1,1.0
Sr2DyMoO6,3.984481104076664,0.6263442587967081,1,0.9005306092241232,1,Sr,Dy,Mo,O,1.44,1.07,0.59,1.4,2,2,6,-2,1.0
Sr2BiYO6,3.984481104076664,0.6263442587967081,1,0.9005306092241232,1,Sr,Bi,Y,O,1.44,0.76,0.9,1.4,2,5,3,-2,1.0
Sr2HoUO6,3.9865610510190175,0.6253928383551368,1,0.9003287417932277,1,Sr,Ho,U,O,1.44,0.9009999999999999,0.76,1.4,2,3,5,-2,1.0
Sr2BiHoO6,3.9865610510190175,0.6253928383551368,1,0.9003287417932277,1,Sr,Bi,Ho,O,1.44,0.76,0.9009999999999999,1.4,2,5,3,-2,1.0
Nd2MnTiO6,3.987311779874102,0.6250491982701201,1,0.993381174080718,1,Nd,Mn,Ti,O,1.35,0.255,0.86,1.4,2,6,2,-2,1.0
Eu2MnTiO6,3.987311779874102,0.6250491982701201,1,0.993381174080718,1,Eu,Mn,Ti,O,1.35,0.255,0.86,1.4,2,6,2,-2,1.0
Na2TeZrO6,3.9877844549303414,0.6248327706811537,1,0.9670725095639544,1,Na,Te,Zr,O,1.39,0.56,0.72,1.4,1,6,4,-2,1.0
Tl2NaScCl6,3.989174714928245,0.6241959136112278,1,0.9217993693462512,1,Tl,Na,Sc,Cl,1.7,1.02,0.745,1.81,1,1,3,-1,1.0
Rb2LiSmCl6,3.9910096506599335,0.6233547039946169,1,0.9352142890927362,1,Rb,Li,Sm,Cl,1.72,0.76,0.958,1.81,1,1,3,-1,1.0
Ca2SbTmO6,3.991211348364337,0.6232621923792717,1,0.9053610189024022,1,Ca,Sb,Tm,O,1.34,0.6,0.88,1.4,2,5,3,-2,1.0
Rb2AgTmCl6,3.9961193601081764,0.6210083317061333,1,0.8835705973764646,1,Rb,Ag,Tm,Cl,1.72,1.15,0.88,1.81,1,1,3,-1,1.0
Rb2CeNaCl6,3.9961193601081764,0.6210083317061333,1,0.8835705973764646,1,Rb,Ce,Na,Cl,1.72,1.01,1.02,1.81,1,3,1,-1,1.0
Rb2EuLiCl6,3.9965658694392814,0.6208030272369214,1,0.9371454618316174,1,Rb,Eu,Li,Cl,1.72,0.9470000000000001,0.76,1.81,1,3,1,-1,1.0
Ca2NiReO6,4.0007591675676855,0.6188728815806818,1,0.9910345680056984,1,Ca,Ni,Re,O,1.34,0.48,0.63,1.4,2,4,4,-2,1.0
Pr2NaRuO6,4.002113417535915,0.6182487366923938,1,0.8317575318951452,1,Pr,Na,Ru,O,1.179,1.02,0.565,1.4,3,1,5,-2,1.0
Sm2MnTiO6,4.005225541686784,0.6168129763766054,1,0.982544288545292,1,Sm,Mn,Ti,O,1.32,0.255,0.86,1.4,2,6,2,-2,1.0
Ca2ErSbO6,4.007075699598774,0.6159584689601401,1,0.9032506202569418,1,Ca,Er,Sb,O,1.34,0.89,0.6,1.4,2,3,5,-2,1.0
Sr2MnSbO6,4.00760432613873,0.615714190625365,1,1.032484965845653,1,Sr,Mn,Sb,O,1.44,0.33,0.76,1.4,2,5,3,-2,1.0
Sr2BiDyO6,4.009998879708572,0.6146069559907651,1,0.8981141585732536,1,Sr,Bi,Dy,O,1.44,0.76,0.912,1.4,2,5,3,-2,1.0
Rb2DyLiCl6,4.016847416025983,0.6114338771365183,1,0.9433435138278584,1,Rb,Dy,Li,Cl,1.72,0.912,0.76,1.81,1,3,1,-1,1.0
Ba2SmUO6,4.020586936273077,0.6096973935001803,1,0.8961648047880033,1,Ba,Sm,U,O,1.61,1.22,0.73,1.4,2,2,6,-2,1.0
Na2SnTeO6,4.022408952672408,0.6088503488875597,1,0.9742360096347988,1,Na,Sn,Te,O,1.39,0.69,0.56,1.4,1,4,6,-2,1.0
Ca2CdReO6,4.023852760859487,0.6081786835643173,1,0.901150037419135,1,Ca,Cd,Re,O,1.34,0.95,0.55,1.4,2,2,6,-2,1.0
Ca2SbYO6,4.023852760859487,0.6081786835643173,1,0.901150037419135,1,Ca,Sb,Y,O,1.34,0.6,0.9,1.4,2,5,3,-2,1.0
Rb2HoLiCl6,4.02404549139416,0.6080889947961526,1,0.9453084406697642,1,Rb,Ho,Li,Cl,1.72,0.9009999999999999,0.76,1.81,1,3,1,-1,1.0
Rb2NaVCl6,4.024719533514474,0.6077752687539439,1,0.9454874763592852,1,Rb,Na,V,Cl,1.72,1.02,0.64,1.81,1,1,3,-1,1.0
Rb2LiYCl6,4.024719533514474,0.6077752687539439,1,0.9454874763592852,1,Rb,Li,Y,Cl,1.72,0.76,0.9,1.81,1,1,3,-1,1.0
Ca2LuNbO6,4.025581082358938,0.6073741456748575,1,0.9009405163688166,1,Ca,Lu,Nb,O,1.34,0.861,0.64,1.4,2,3,5,-2,1.0
Ca2LuTaO6,4.025581082358938,0.6073741456748575,1,0.9009405163688166,1,Ca,Lu,Ta,O,1.34,0.861,0.64,1.4,2,3,5,-2,1.0
Ca2HoSbO6,4.025581082358938,0.6073741456748575,1,0.9009405163688166,1,Ca,Ho,Sb,O,1.34,0.9009999999999999,0.6,1.4,2,3,5,-2,1.0
Sr2CdUO6,4.027693916214274,0.6063898597091959,1,0.896510383290087,1,Sr,Cd,U,O,1.44,0.95,0.73,1.4,2,2,6,-2,1.0
Sr2CrMnO6,4.030168314316676,0.6052360886781215,1,1.035146009572059,1,Sr,Cr,Mn,O,1.44,0.55,0.53,1.4,2,4,4,-2,-1.0
Rb2ErLiCl6,4.0316409251950285,0.6045489043583139,1,0.94728157024232,1,Rb,Er,Li,Cl,1.72,0.89,0.76,1.81,1,3,1,-1,1.0
Cs2CeLiBr6,4.034151261836955,0.6033765706643014,1,0.9544077468387846,1,Cs,Ce,Li,Br,1.88,1.01,0.76,1.96,1,3,1,-1,1.0
Ca2MnSbO6,4.034811653904876,0.6030679786951352,1,0.996129861414468,1,Ca,Mn,Sb,O,1.34,0.33,0.76,1.4,2,5,3,-2,1.0
Cs2NaScBr6,4.037836110148442,0.6016537078476109,1,0.9552471555871036,1,Cs,Na,Sc,Br,1.88,1.02,0.745,1.96,1,1,3,-1,1.0
Ca2TaYbO6,4.037938909204232,0.6016056096103722,1,0.8994765925957012,1,Ca,Ta,Yb,O,1.34,0.64,0.868,1.4,2,5,3,-2,1.0
